CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
08.773.135/0001-00;2021-06-30;1;2W ENERGIA S.A.;025224;ITR;109179;2021-10-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109179
08.773.135/0001-00;2021-09-30;1;2W ENERGIA S.A.;025224;ITR;112457;2022-03-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=112457
08.773.191/0001-36;2021-03-31;1;BRASILIANA PARTICIPAÇÕES S/A;023930;ITR;104324;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104324
08.773.191/0001-36;2021-06-30;1;BRASILIANA PARTICIPAÇÕES S/A;023930;ITR;107804;2021-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107804
08.773.191/0001-36;2021-09-30;1;BRASILIANA PARTICIPAÇÕES S/A;023930;ITR;109996;2021-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109996
08.795.211/0001-70;2021-03-31;1;MAESTRO LOCADORA DE VEICULOS S.A.;023612;ITR;104265;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104265
08.795.211/0001-70;2021-06-30;1;MAESTRO LOCADORA DE VEICULOS S.A.;023612;ITR;107870;2021-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107870
08.795.211/0001-70;2021-09-30;1;MAESTRO LOCADORA DE VEICULOS S.A.;023612;ITR;110015;2021-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110015
08.797.760/0001-83;2021-03-31;1;CURY CONSTRUTORA E INCORPORADORA S.A.;025100;ITR;104157;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104157
08.797.760/0001-83;2021-06-30;1;CURY CONSTRUTORA E INCORPORADORA S.A.;025100;ITR;107637;2021-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107637
08.797.760/0001-83;2021-06-30;2;CURY CONSTRUTORA E INCORPORADORA S.A.;025100;ITR;107666;2021-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107666
08.797.760/0001-83;2021-09-30;1;CURY CONSTRUTORA E INCORPORADORA S.A.;025100;ITR;109772;2021-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109772
08.801.621/0001-86;2021-03-31;1;SYN PROP & TECH S.A.;021040;ITR;104152;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104152
08.801.621/0001-86;2021-06-30;1;SYN PROP & TECH S.A.;021040;ITR;107727;2021-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107727
08.801.621/0001-86;2021-09-30;1;SYN PROP & TECH S.A.;021040;ITR;109835;2021-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109835
08.807.432/0001-10;2021-03-31;1;YDUQS PARTICIPACOES S.A.;021016;ITR;103964;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103964
08.807.432/0001-10;2021-06-30;1;YDUQS PARTICIPACOES S.A.;021016;ITR;108004;2021-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108004
08.807.432/0001-10;2021-09-30;1;YDUQS PARTICIPACOES S.A.;021016;ITR;109508;2021-11-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109508
08.810.422/0001-34;2021-03-31;1;GUARARAPES PAINÉIS S.A.;026115;ITR;106078;2021-06-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106078
08.810.422/0001-34;2021-06-30;1;GUARARAPES PAINÉIS S.A.;026115;ITR;108040;2021-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108040
08.810.422/0001-34;2021-09-30;1;GUARARAPES PAINÉIS S.A.;026115;ITR;110055;2021-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110055
08.810.422/0001-34;2021-12-31;1;GUARARAPES PAINÉIS S.A.;026115;ITR;113323;2022-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=113323
08.811.643/0001-27;2021-03-31;1;TRISUL S.A.;021130;ITR;103887;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103887
08.811.643/0001-27;2021-06-30;1;TRISUL S.A.;021130;ITR;107693;2021-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107693
08.811.643/0001-27;2021-09-30;1;TRISUL S.A.;021130;ITR;109846;2021-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109846
08.822.767/0001-08;2021-03-31;1;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;024104;ITR;104417;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104417
08.822.767/0001-08;2021-06-30;1;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;024104;ITR;108078;2021-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108078
08.822.767/0001-08;2021-09-30;1;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;024104;ITR;110144;2021-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110144
08.827.501/0001-58;2021-03-31;1;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;023396;ITR;103906;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103906
08.827.501/0001-58;2021-06-30;1;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;023396;ITR;107554;2021-08-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107554
08.827.501/0001-58;2021-09-30;1;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;023396;ITR;109486;2021-11-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109486
08.873.873/0001-10;2021-03-31;1;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;021903;ITR;104053;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104053
08.873.873/0001-10;2021-06-30;1;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;021903;ITR;106822;2021-07-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106822
08.873.873/0001-10;2021-09-30;1;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;021903;ITR;109188;2021-10-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109188
08.902.291/0001-15;2021-03-31;1;CSN MINERAÇÃO S.A.;025585;ITR;103144;2021-04-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103144
08.902.291/0001-15;2021-06-30;1;CSN MINERAÇÃO S.A.;025585;ITR;106720;2021-07-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106720
08.902.291/0001-15;2021-09-30;1;CSN MINERAÇÃO S.A.;025585;ITR;109390;2021-11-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109390
08.926.302/0001-05;2021-03-31;1;DOMMO ENERGIA S.A.;023493;ITR;104469;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104469
08.926.302/0001-05;2021-06-30;1;DOMMO ENERGIA S.A.;023493;ITR;108031;2021-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108031
08.926.302/0001-05;2021-09-30;1;DOMMO ENERGIA S.A.;023493;ITR;109691;2021-11-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109691
08.926.302/0001-05;2021-09-30;2;DOMMO ENERGIA S.A.;023493;ITR;109755;2021-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109755
08.935.054/0001-50;2021-03-31;1;MULTINER S/A;021520;ITR;104482;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104482
08.935.054/0001-50;2021-03-31;2;MULTINER S/A;021520;ITR;104492;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104492
08.935.054/0001-50;2021-03-31;3;MULTINER S/A;021520;ITR;110989;2021-12-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110989
08.935.054/0001-50;2021-06-30;1;MULTINER S/A;021520;ITR;110990;2021-12-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110990
08.935.054/0001-50;2021-09-30;1;MULTINER S/A;021520;ITR;110991;2021-12-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110991
08.937.002/0001-13;2021-03-31;1;VISION SECURITIZADORA S.A.;021075;ITR;104214;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104214
08.937.002/0001-13;2021-06-30;1;VISION SECURITIZADORA S.A.;021075;ITR;107987;2021-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107987
08.937.002/0001-13;2021-09-30;1;VISION SECURITIZADORA S.A.;021075;ITR;109746;2021-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109746
09.041.168/0001-10;2021-03-31;1;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;023272;ITR;103136;2021-04-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103136
09.041.168/0001-10;2021-06-30;1;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;023272;ITR;106762;2021-07-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106762
09.041.168/0001-10;2021-09-30;1;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;023272;ITR;109248;2021-10-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109248
09.042.817/0001-05;2021-03-31;1;BEMOBI MOBILE TECH S.A.;025500;ITR;104115;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104115
09.042.817/0001-05;2021-06-30;1;BEMOBI MOBILE TECH S.A.;025500;ITR;108065;2021-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108065
09.042.817/0001-05;2021-09-30;1;BEMOBI MOBILE TECH S.A.;025500;ITR;109845;2021-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109845
09.053.134/0001-45;2021-03-31;1;ELFA MEDICAMENTOS S.A.;025348;ITR;104402;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104402
09.053.134/0001-45;2021-06-30;1;ELFA MEDICAMENTOS S.A.;025348;ITR;107700;2021-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107700
09.053.134/0001-45;2021-09-30;1;ELFA MEDICAMENTOS S.A.;025348;ITR;110201;2021-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110201
09.054.385/0001-44;2021-03-31;1;INBRANDS S.A.;022560;ITR;104093;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104093
09.054.385/0001-44;2021-06-30;1;INBRANDS S.A.;022560;ITR;107814;2021-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107814
09.054.385/0001-44;2021-09-30;1;INBRANDS S.A.;022560;ITR;110079;2021-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110079
09.074.183/0001-64;2021-03-31;1;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;022225;ITR;104117;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104117
09.074.183/0001-64;2021-06-30;1;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;022225;ITR;107837;2021-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107837
09.074.183/0001-64;2021-09-30;1;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;022225;ITR;109811;2021-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109811
09.083.175/0001-84;2021-03-31;1;MOSAICO TECNOLOGIA AO CONSUMIDOR S.A.;025470;ITR;104498;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104498
09.083.175/0001-84;2021-06-30;1;MOSAICO TECNOLOGIA AO CONSUMIDOR S.A.;025470;ITR;108059;2021-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108059
09.083.175/0001-84;2021-09-30;1;MOSAICO TECNOLOGIA AO CONSUMIDOR S.A.;025470;ITR;110239;2021-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110239
09.095.183/0001-40;2021-03-31;1;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;021938;ITR;104138;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104138
09.095.183/0001-40;2021-06-30;1;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;021938;ITR;107673;2021-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107673
09.095.183/0001-40;2021-09-30;1;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;021938;ITR;109825;2021-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109825
09.112.685/0001-32;2021-03-31;1;OSX BRASIL S.A.;021342;ITR;104065;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104065
09.112.685/0001-32;2021-06-30;1;OSX BRASIL S.A.;021342;ITR;107826;2021-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107826
09.112.685/0001-32;2021-09-30;1;OSX BRASIL S.A.;021342;ITR;109992;2021-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109992
09.114.805/0001-30;2021-03-31;1;OCEANPACT SERVIÇOS MARITIMOS S.A.;025534;ITR;104156;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104156
09.114.805/0001-30;2021-06-30;1;OCEANPACT SERVIÇOS MARITIMOS S.A.;025534;ITR;107939;2021-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107939
09.114.805/0001-30;2021-09-30;1;OCEANPACT SERVIÇOS MARITIMOS S.A.;025534;ITR;110194;2021-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110194
09.114.805/0001-30;2021-09-30;2;OCEANPACT SERVIÇOS MARITIMOS S.A.;025534;ITR;111301;2022-01-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=111301
09.116.278/0001-01;2021-03-31;1;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;004685;ITR;104354;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104354
09.116.278/0001-01;2021-06-30;1;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;004685;ITR;107627;2021-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107627
09.116.278/0001-01;2021-09-30;1;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;004685;ITR;109970;2021-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109970
09.146.451/0001-06;2021-03-31;1;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;025798;ITR;104103;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104103
09.146.451/0001-06;2021-06-30;1;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;025798;ITR;107467;2021-08-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107467
09.146.451/0001-06;2021-09-30;1;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;025798;ITR;109665;2021-11-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109665
09.149.503/0001-06;2021-03-31;1;OMEGA GERAÇÃO S.A.;023426;ITR;103154;2021-04-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103154
09.149.503/0001-06;2021-06-30;1;OMEGA GERAÇÃO S.A.;023426;ITR;107241;2021-08-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107241
09.149.503/0001-06;2021-06-30;2;OMEGA GERAÇÃO S.A.;023426;ITR;107263;2021-08-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107263
09.149.503/0001-06;2021-09-30;1;OMEGA GERAÇÃO S.A.;023426;ITR;109402;2021-11-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109402
09.149.503/0001-06;2021-09-30;2;OMEGA GERAÇÃO S.A.;023426;ITR;109412;2021-11-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109412
09.229.201/0001-30;2021-03-31;1;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;025712;ITR;103985;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103985
09.229.201/0001-30;2021-06-30;1;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;025712;ITR;107483;2021-08-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107483
09.229.201/0001-30;2021-09-30;1;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;025712;ITR;109736;2021-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109736
09.257.877/0001-37;2021-03-31;1;FERROVIA NORTE SUL S/A;021814;ITR;104186;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104186
09.257.877/0001-37;2021-03-31;2;FERROVIA NORTE SUL S/A;021814;ITR;109539;2021-11-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109539
09.257.877/0001-37;2021-06-30;1;FERROVIA NORTE SUL S/A;021814;ITR;109542;2021-11-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109542
09.257.877/0001-37;2021-09-30;1;FERROVIA NORTE SUL S/A;021814;ITR;109626;2021-11-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109626
09.267.996/0001-70;2021-03-31;1;YUNY INCORPORADORA HOLDING S.A.;025976;ITR;106166;2021-06-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106166
09.267.996/0001-70;2021-06-30;1;YUNY INCORPORADORA HOLDING S.A.;025976;ITR;108058;2021-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108058
09.267.996/0001-70;2021-09-30;1;YUNY INCORPORADORA HOLDING S.A.;025976;ITR;110229;2021-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110229
09.288.252/0001-32;2021-03-31;1;ANIMA HOLDING S.A.;023248;ITR;104111;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104111
09.288.252/0001-32;2021-06-30;1;ANIMA HOLDING S.A.;023248;ITR;107945;2021-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107945
09.288.252/0001-32;2021-09-30;1;ANIMA HOLDING S.A.;023248;ITR;110096;2021-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110096
09.295.063/0001-97;2021-03-31;1;TECHNOS S.A.;022519;ITR;104148;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104148
09.295.063/0001-97;2021-06-30;1;TECHNOS S.A.;022519;ITR;107695;2021-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107695
09.295.063/0001-97;2021-09-30;1;TECHNOS S.A.;022519;ITR;109515;2021-11-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109515
09.295.063/0001-97;2021-09-30;2;TECHNOS S.A.;022519;ITR;109549;2021-11-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109549
09.304.427/0001-58;2021-03-31;1;HABITASEC SECURITIZADORA SA;021628;ITR;104404;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104404
09.304.427/0001-58;2021-06-30;1;HABITASEC SECURITIZADORA SA;021628;ITR;107576;2021-08-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107576
09.304.427/0001-58;2021-09-30;1;HABITASEC SECURITIZADORA SA;021628;ITR;110207;2021-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110207
09.305.994/0001-29;2021-03-31;1;AZUL S.A.;024112;ITR;103457;2021-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103457
